axis,gt_lo,gt_hi,mean_GT,total_std_lo,total_std_hi,mean_total_std,n,mean_bias_DER,med_bias_DER,mean_bias_gs,med_bias_gs
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.010885188356041908,0.01480359211564064,0.012669496238231659,31730,0.2977680265903473,0.16253234446048737,0.32694000005722046,0.2505607604980469
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.01480359211564064,0.022243397310376167,0.018113745376467705,31730,0.3427416682243347,0.22049739956855774,0.3847629427909851,0.40701931715011597
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.022243397310376167,0.037568967789411545,0.02883480302989483,31730,0.36300763487815857,0.2780625820159912,0.41142538189888,0.43546444177627563
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.037568967789411545,0.07471086829900742,0.05377430096268654,31730,0.3742186725139618,0.2791357934474945,0.41141602396965027,0.43657344579696655
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.07471086829900742,0.14849789440631866,0.10799122601747513,31730,0.4142359793186188,0.368747353553772,0.42326435446739197,0.44215333461761475
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.14849789440631866,0.30346909165382385,0.21629463136196136,31730,0.47312289476394653,0.5905963182449341,0.4372532367706299,0.4447110891342163
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.30346909165382385,0.7148272395133972,0.4726942479610443,31730,0.5237988233566284,0.7069344520568848,0.4402453899383545,0.4457767605781555
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,0.7148272395133972,2.24935245513916,1.2756191492080688,31730,0.5517219305038452,0.7200082540512085,0.44095948338508606,0.44475802779197693
x,-0.46999999999999986,-0.4199999999999998,-0.4427582621574402,2.24935245513916,91.06682586669922,7.98709774017334,31730,0.5834183096885681,0.6760923266410828,0.440249502658844,0.44779571890830994
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.00502388970926404,0.008837469667196274,0.007775792386382818,765369,0.11097308248281479,0.002712935209274292,0.111155204474926,0.003420501947402954
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.008837469667196274,0.010623139142990113,0.009737600572407246,765368,0.18056721985340118,0.011863648891448975,0.18126843869686127,0.0135202556848526
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.010623139142990113,0.012571089714765548,0.011576458811759949,765369,0.19291973114013672,0.025044649839401245,0.19425295293331146,0.038851797580718994
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.012571089714765548,0.015287964418530465,0.013813686557114124,765368,0.21438218653202057,0.07637545466423035,0.21609514951705933,0.09801113605499268
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.015287964418530465,0.019844338297843933,0.017344782128930092,765368,0.22530995309352875,0.11366155743598938,0.22943896055221558,0.15567265450954437
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.019844338297843933,0.028712066262960433,0.023669537156820297,765369,0.24203355610370636,0.15199807286262512,0.24321508407592773,0.20714068412780762
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.028712066262960433,0.05334203988313675,0.03871309012174606,765368,0.2724258005619049,0.20466575026512146,0.26475706696510315,0.2902958393096924
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.05334203988313675,0.14762492179870607,0.08906175941228867,765369,0.3320816159248352,0.2920299768447876,0.3014751374721527,0.3711118996143341
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.14762492179870607,0.6491473674774179,0.3269616365432739,765368,0.3912127912044525,0.3857206702232361,0.33414170145988464,0.3763074576854706
x,-0.4199999999999998,-0.3699999999999998,-0.3804151713848114,0.6491473674774179,482.031982421875,4.055058479309082,765368,0.40577423572540283,0.39745432138442993,0.34139153361320496,0.377042680978775
